student_id_hash,institution_type,faculty,department,level,entry_mode,age,sex,state_of_origin,residency_status,socioeconomic_band,utme_score,post_utme_score,entry_qualification,prev_semester_gpa,cumulative_cgpa,carryover_courses_count,failed_courses_prev_semester,core_courses_failed_total,course_load_units,continuous_assessment_avg,attendance_rate,library_visits_per_month,lms_logins_per_week,assignment_submission_rate,late_registration_flag,financial_clearance_delay_days,disciplinary_case_flag,counselling_visits_semester,medical_leave_flag,performance_risk
99ee44dbd03646d8b8671f1ea3542985,Federal,Social Sciences,Sociology,200,UTME,18,Female,Niger,OnCampus,Middle,211,64.8,SSCE,2.04,2.07,1,4,3,23,32.0,0.39,2,5,0.3,0,0,0,0,0,0
acdffcafc9624c45a869586c596bb522,Federal,Engineering,Mechanical Engineering,100,UTME,18,Male,Benue,OffCampus,High,196,66.1,SSCE,3.6,3.72,1,0,1,26,40.0,0.62,3,3,0.71,0,2,0,1,0,0
72f030b0411c418bad81883dcef237e8,Federal,Sciences,Computer Science,400,UTME,22,Female,Enugu,OffCampus,Low,201,66.8,SSCE,2.6,2.69,1,2,1,20,34.9,0.49,4,4,0.73,0,2,0,0,0,0
ef4a28232b774fa18dd1e117c7802beb,Federal,Arts,English,500,Transfer,23,Female,Lagos,OffCampus,Low,213,48.0,HND,2.4,2.58,5,3,6,21,34.2,0.52,5,5,0.57,0,6,0,0,1,0
eda7a2b2ea2346b1bcd8cdd2d09a08e0,Federal,Sciences,Mathematics,100,UTME,20,Female,Ondo,OffCampus,Low,250,54.1,SSCE,2.68,2.91,1,0,2,24,34.8,0.81,4,12,0.48,0,8,0,0,0,0
920033cd58c8404b87e079d404950144,Federal,Management Sciences,Banking and Finance,500,DirectEntry,23,Female,Kano,OffCampus,Middle,203,51.7,ND,2.54,2.71,2,0,2,15,37.7,0.65,4,9,0.57,0,2,0,1,0,0
4006f6048806471989e185ee078f6afe,Federal,Sciences,Microbiology,300,UTME,22,Female,Taraba,OffCampus,Low,210,73.1,SSCE,2.78,2.2,3,1,3,26,31.0,0.51,1,6,0.51,0,1,0,0,0,1
b5dcc6f0d3c241b09bbc6406a37e5f37,Federal,Sciences,Computer Science,300,UTME,19,Male,Sokoto,OffCampus,Middle,240,78.5,SSCE,3.47,3.22,1,2,1,26,40.0,0.77,3,4,0.65,0,0,0,0,0,0
dfb772a77db6496c96271c38da7755cd,State,Social Sciences,Psychology,400,UTME,21,Female,Kaduna,OffCampus,Middle,213,40.3,SSCE,2.52,2.64,1,1,2,23,38.2,0.59,8,6,0.56,0,0,0,1,0,0
99ad0f6e0cda408d83c121210d441dfb,State,Social Sciences,Economics,400,UTME,20,Male,Benue,OffCampus,Middle,259,77.6,SSCE,3.94,3.6,0,0,0,20,40.0,0.46,3,8,0.95,0,1,0,0,0,0
6ce39e455e204e798a5f3acfc06f8876,Federal,Social Sciences,Political Science,400,UTME,21,Female,Ondo,OnCampus,Middle,188,62.9,SSCE,2.56,3.12,0,0,0,19,39.2,0.81,2,5,0.72,0,0,0,0,0,0
2f1b81e3344a41009b7902fd9d9dff95,Federal,Engineering,Electrical Engineering,300,UTME,21,Male,Delta,OffCampus,Middle,180,72.1,SSCE,4.16,3.68,0,0,0,20,40.0,0.65,4,7,0.48,0,0,0,0,0,0
9723b7a6514d492faa224ffc2ed4d867,State,Management Sciences,Accounting,300,UTME,22,Female,Oyo,OffCampus,Middle,231,67.1,SSCE,3.41,2.96,0,1,0,23,38.4,0.33,4,9,0.67,0,0,0,0,0,0
58d7ae88a4604a3f8f8fd7c24f23a414,Private,Social Sciences,Psychology,200,DirectEntry,23,Female,Kogi,OnCampus,Low,234,76.4,ND,3.33,2.55,2,0,3,22,40.0,0.36,3,5,0.62,0,5,0,0,0,0
489fba797ee14735988ebcc372a8f8ef,Private,Social Sciences,Sociology,100,Transfer,19,Male,Gombe,OnCampus,Middle,190,64.1,ND,2.39,2.04,1,2,4,20,31.8,0.64,0,2,0.75,0,3,0,0,0,1
4029f7d3bbea4270a087ccbe52adceaf,Federal,Engineering,Electrical Engineering,300,UTME,20,Female,Kebbi,OnCampus,Low,267,48.4,SSCE,4.53,4.38,0,0,0,18,40.0,0.55,6,8,0.77,1,10,0,0,0,0
da7f72e7ec0e47f1812d38437529db27,Federal,Sciences,Microbiology,100,UTME,17,Male,Katsina,OffCampus,Middle,287,60.9,SSCE,4.2,3.75,0,0,0,22,37.3,0.84,1,9,0.71,0,1,0,0,0,0
0479cc67fffe453aa01e152886a4ac4f,Federal,Social Sciences,Economics,200,DirectEntry,19,Male,Sokoto,OffCampus,Middle,198,67.2,Alevel,2.29,2.51,3,2,4,27,40.0,0.56,2,4,0.88,0,1,0,0,0,0
cb0f8e9c799642eea3d8d3d933a2ed8d,Federal,Sciences,Microbiology,100,UTME,17,Female,Cross River,OnCampus,Low,272,59.8,SSCE,4.0,4.14,0,0,0,26,40.0,0.8,4,7,0.62,0,3,0,0,0,0
261a8a244cbe4f78b306e14971a355ce,State,Social Sciences,Sociology,100,DirectEntry,19,Male,Sokoto,OffCampus,Low,137,68.6,Alevel,3.17,3.19,0,1,0,26,36.1,0.59,2,3,0.79,0,2,0,0,0,0
3a7c0d0f752049ccaf95848314a82837,Federal,Sciences,Biochemistry,300,UTME,20,Male,Adamawa,OffCampus,Middle,258,61.3,SSCE,2.96,2.48,1,1,3,23,30.6,0.61,2,7,0.63,0,0,0,0,0,0
959f313734074c68b2d28080bc2c88f8,Federal,Management Sciences,Banking and Finance,300,UTME,18,Male,Ogun,OffCampus,High,190,56.0,SSCE,2.23,2.53,2,1,2,25,30.5,0.59,3,4,0.55,1,1,0,0,0,1
4301fb37c119404587ae9e8d8652682e,Federal,Social Sciences,Economics,200,UTME,19,Male,Sokoto,OffCampus,Low,254,51.1,SSCE,2.69,3.03,1,0,2,27,37.5,0.6,2,5,0.58,1,7,0,0,0,0
6a724ad8be1e4c5da72697983f3069ed,State,Management Sciences,Accounting,100,UTME,20,Female,Gombe,OffCampus,Low,186,58.1,SSCE,2.21,2.13,0,1,0,26,40.0,0.39,4,3,0.78,0,6,0,2,0,0
98960d706c944fc09d2b0dfbee0f73b1,Federal,Social Sciences,Sociology,200,UTME,20,Female,Akwa Ibom,OnCampus,Middle,218,64.0,SSCE,3.2,2.95,1,0,2,24,36.2,0.64,4,6,0.73,0,3,0,0,0,1
4a59787c34c1431c858e500c226e8736,State,Sciences,Mathematics,200,UTME,18,Female,Osun,OnCampus,High,192,42.4,SSCE,3.1,3.35,1,0,1,20,29.9,0.42,5,6,0.78,0,0,0,0,0,0
ce550d4336cb4b3089756c2f1720aeb6,Federal,Management Sciences,Business Administration,400,DirectEntry,20,Male,Oyo,OffCampus,Middle,213,54.2,ND,2.45,2.22,1,2,4,19,37.3,0.63,2,3,0.72,0,0,0,1,0,0
bc141f9682d8491cb4e3da02aa9ccf11,Private,Social Sciences,Economics,300,Transfer,21,Female,Enugu,OffCampus,Low,284,42.0,HND,3.91,3.43,0,1,0,25,36.5,0.67,1,4,0.75,0,4,0,0,0,0
dcf023cca7fc4bfc9d66608bff1520fb,Federal,Arts,Linguistics,300,UTME,17,Female,Kano,OffCampus,Middle,216,55.8,SSCE,4.05,3.63,0,0,1,24,40.0,0.72,2,5,0.57,1,0,0,1,0,0
039586ee6ab545ff94f0d189e8b72dd8,State,Engineering,Electrical Engineering,300,UTME,21,Female,Osun,OnCampus,Middle,294,74.0,SSCE,3.77,3.65,1,0,1,18,40.0,0.35,6,5,0.5,0,0,0,1,0,0
07cd26e8006e483dad7509d129922b9d,Private,Social Sciences,Economics,500,UTME,22,Male,Borno,OnCampus,Middle,206,50.1,SSCE,2.86,2.89,0,0,0,14,37.8,0.45,1,3,0.87,0,2,0,1,0,0
4ff1a4e42d824c12bf7f81c4c3e8da79,Private,Management Sciences,Business Administration,400,UTME,23,Male,Lagos,OffCampus,Middle,272,69.0,SSCE,3.55,2.94,1,1,1,21,40.0,0.53,2,3,0.69,0,1,0,0,0,0
8a8e76d7bc7e43f9959c40fdd6963c5f,State,Social Sciences,Political Science,300,UTME,18,Female,Imo,OnCampus,Middle,163,90.5,SSCE,3.16,3.15,1,0,1,26,40.0,0.7,6,6,0.69,0,0,0,0,0,0
c87f6e7aa371492eb5d37ca63bc40cae,State,Engineering,Chemical Engineering,300,DirectEntry,23,Female,Benue,OffCampus,Middle,210,76.5,ND,2.64,2.31,4,1,4,24,29.0,0.42,6,4,0.86,0,1,0,0,0,0
cda097edfc114af5bce651535a31d077,State,Social Sciences,Political Science,100,UTME,18,Male,Oyo,OffCampus,Low,201,63.3,SSCE,3.63,2.94,1,1,2,27,33.6,0.9,3,3,0.51,0,3,0,1,0,0
5ce76737f1bb4aefb7ab631028a127f9,State,Social Sciences,Sociology,500,UTME,22,Female,Ekiti,OnCampus,Low,274,70.6,SSCE,3.52,3.23,3,1,4,14,31.6,0.59,1,5,0.33,0,6,0,0,0,0
71bb08aa2709463185a2b37ff4452592,Federal,Management Sciences,Business Administration,200,UTME,17,Male,Sokoto,OnCampus,Middle,226,48.3,SSCE,3.32,3.67,0,0,0,27,40.0,0.55,6,7,0.47,0,3,0,0,0,0
d59c1268c70f48388af11619b7a1e5b4,State,Engineering,Civil Engineering,200,UTME,20,Male,Kogi,OffCampus,Low,147,46.3,SSCE,1.75,2.18,2,1,4,21,30.3,0.5,1,3,0.52,0,2,0,1,0,0
9fe5dc9e10404848bfa1c80d3e3288f7,State,Engineering,Electrical Engineering,500,UTME,23,Female,Kano,OffCampus,Middle,174,62.3,SSCE,2.38,2.48,0,2,2,21,40.0,0.43,4,6,0.63,0,1,0,0,0,0
9774a95a0bd1403ca0fc67680af7407e,Private,Arts,English,400,UTME,23,Female,Imo,OnCampus,Middle,185,66.0,SSCE,2.38,2.13,2,1,2,24,31.9,0.37,5,6,0.78,0,1,0,2,0,1
8f704bb38ebb4cb29007044c6c11f7b3,State,Social Sciences,Sociology,100,UTME,19,Male,Gombe,OffCampus,Middle,253,72.9,SSCE,3.6,3.44,0,0,0,23,36.7,0.77,3,4,0.82,0,2,0,0,0,0
a11c13acd7a944b6a12477dcb8665ac4,Federal,Arts,Linguistics,100,UTME,17,Female,Osun,OnCampus,Low,248,56.3,SSCE,3.61,2.84,4,1,4,23,39.2,0.65,4,1,0.29,0,2,0,0,0,0
9502e8055dfd437a8481112af5d3a996,State,Engineering,Chemical Engineering,100,UTME,17,Female,Lagos,OnCampus,Low,209,63.9,SSCE,2.53,2.38,5,0,5,23,34.5,0.6,3,1,1.0,1,3,0,1,0,0
02dc1d38b8d94ef2911001e8d7802bfa,Federal,Sciences,Biochemistry,300,UTME,18,Male,Ondo,OnCampus,Middle,201,63.6,SSCE,2.37,2.48,1,1,3,22,40.0,0.7,4,3,0.56,1,0,0,0,0,1
50c630d510784a5db54be11fa278e7db,Federal,Arts,History,100,UTME,20,Female,Imo,OnCampus,Middle,245,60.7,SSCE,3.05,3.45,0,0,0,26,40.0,0.7,3,6,0.88,0,4,0,0,0,0
e81c8a98d1274c52b23030743fbebb17,State,Sciences,Microbiology,400,UTME,20,Female,Ebonyi,OffCampus,Low,180,61.3,SSCE,2.49,2.08,0,1,1,18,31.2,0.38,1,3,0.66,1,5,0,0,0,0
3d84afdaf0314c1c889e44e6a292c20f,Federal,Sciences,Physics,400,UTME,23,Female,Anambra,OffCampus,Middle,236,53.5,SSCE,2.54,2.54,1,1,3,18,29.3,0.64,3,10,0.62,0,1,0,0,0,1
82c593bfeefb4597908376962989e538,Federal,Social Sciences,Psychology,300,DirectEntry,23,Female,Ondo,OnCampus,Low,233,64.8,ND,2.95,3.48,1,1,1,26,36.3,0.51,6,6,0.68,1,6,0,0,0,0
1dfd4df8df0f4cff8b45ac816487814f,Federal,Arts,English,300,UTME,20,Female,Imo,OffCampus,Low,210,64.0,SSCE,2.77,2.76,2,0,2,25,26.0,0.52,4,6,0.49,0,1,0,1,0,0
1a5dee8c142342fbbedc869d8973b5fc,Federal,Management Sciences,Accounting,200,UTME,19,Male,Kano,OffCampus,Middle,234,57.6,SSCE,3.27,3.62,0,0,1,24,40.0,0.66,1,9,0.54,1,3,0,0,0,0
1ee8c3fdd8d74ea0aad3a69e2b567086,Federal,Sciences,Biochemistry,100,UTME,19,Male,Kaduna,OffCampus,Middle,224,68.7,SSCE,2.69,2.84,1,2,1,20,39.0,0.57,6,3,0.63,0,2,0,0,0,0
6d2f22ccfdb3444dabca69a9b1162dc1,Federal,Sciences,Biochemistry,400,UTME,21,Female,Jigawa,OffCampus,Middle,237,72.3,SSCE,3.11,3.11,1,1,1,24,34.4,0.4,2,12,0.48,0,0,0,0,0,0
469cf3a0137a469e82c94fd99d0e6605,State,Management Sciences,Business Administration,100,UTME,18,Female,Lagos,OnCampus,Middle,173,68.8,SSCE,2.51,2.83,1,0,1,26,32.0,0.47,1,4,0.88,1,1,0,0,0,0
46db086ed788454592be0bb14ac86a91,Federal,Sciences,Mathematics,100,UTME,19,Male,Kwara,OffCampus,High,242,51.6,SSCE,3.83,4.0,0,0,0,21,40.0,0.7,5,6,0.77,1,2,0,0,0,0
454ef02700274be4b9679e82bbd7ac19,Private,Sciences,Computer Science,200,UTME,19,Male,Yobe,OnCampus,Low,256,63.0,SSCE,3.57,3.83,0,0,1,24,40.0,0.61,7,8,1.0,0,2,1,0,0,0
2bb5f8f27c04440b855c93b2e5f2f639,Private,Engineering,Chemical Engineering,100,UTME,17,Female,Bayelsa,OffCampus,Middle,231,52.9,SSCE,3.46,3.71,1,0,1,22,40.0,0.81,3,9,0.67,0,1,0,0,0,0
4f2ba4e118e84ab1963cc48c4e206bc6,State,Social Sciences,Sociology,200,UTME,20,Male,Kogi,OnCampus,Low,241,63.0,SSCE,2.33,2.68,1,0,1,27,36.1,0.72,3,7,0.55,1,3,0,0,0,0
19bab747c57d482891c39962f08eb192,Federal,Management Sciences,Business Administration,400,UTME,21,Male,Akwa Ibom,OffCampus,Middle,216,52.9,SSCE,2.28,2.45,5,2,5,22,38.1,0.41,1,5,0.7,0,1,0,0,0,0
5bb26927c5e545b296d26ca2e4bf9393,State,Arts,Philosophy,400,DirectEntry,23,Female,Osun,OffCampus,Middle,251,74.8,ND,3.3,3.61,1,0,2,20,40.0,0.67,2,8,0.68,0,0,0,1,0,0
af5f5ddf8f694b2d9e6333c95af2d82c,State,Arts,English,300,UTME,19,Female,Lagos,OffCampus,Middle,222,69.8,SSCE,3.99,3.78,0,0,1,26,40.0,0.87,4,6,0.87,0,0,0,0,0,0
8d12967197374a47805d7a053b065c7b,State,Sciences,Physics,400,UTME,19,Female,Imo,OnCampus,Low,180,73.5,SSCE,3.4,3.33,0,0,1,21,31.6,0.62,3,5,0.9,0,3,0,0,0,0
ad0330937693462fa31847008bd8637a,State,Engineering,Civil Engineering,200,UTME,21,Female,Osun,OffCampus,Middle,249,72.5,SSCE,3.6,3.18,1,0,1,24,40.0,0.57,3,6,0.84,0,0,0,0,0,0
5f857a395a73401a9a1e2be5bf4984fd,State,Social Sciences,Sociology,400,UTME,23,Male,Kaduna,OffCampus,Middle,163,59.3,SSCE,3.75,3.09,0,1,1,24,40.0,0.71,2,4,0.86,0,2,0,0,0,0
e2d0ea813f044678b02cfe9d4eb153ef,State,Sciences,Physics,300,UTME,21,Female,Cross River,OffCampus,High,230,57.7,SSCE,3.82,3.58,0,0,0,22,40.0,0.63,4,12,0.83,0,0,0,1,0,0
eb55fdb486d940f18cf85a699e61da63,Federal,Sciences,Physics,200,UTME,18,Male,Kaduna,OnCampus,Middle,207,79.4,SSCE,3.18,3.02,0,0,0,23,40.0,0.75,6,5,0.59,0,2,0,0,0,0
0b13c89bceaf459d8582524181131f2d,State,Engineering,Electrical Engineering,500,UTME,22,Male,Akwa Ibom,OnCampus,Middle,204,60.3,SSCE,3.29,3.03,1,0,2,17,40.0,0.53,3,5,0.83,0,2,0,1,0,0
315744011cd34848bfb4c301161926d1,Federal,Sciences,Biochemistry,200,UTME,21,Female,Rivers,OnCampus,Middle,226,48.5,SSCE,3.26,3.1,1,2,2,21,39.7,0.55,1,3,0.77,0,0,0,0,0,1
1886603e71924ee9992dc990f8094efe,State,Social Sciences,Political Science,100,UTME,18,Female,Niger,OffCampus,Middle,195,72.1,SSCE,2.46,2.44,3,4,4,21,39.4,0.64,0,6,0.53,0,1,0,0,0,0
b101c9600fbe4f69a398ececa6813be0,Private,Arts,English,200,UTME,18,Female,Ogun,OffCampus,Middle,238,63.4,SSCE,2.73,2.74,3,1,5,20,40.0,0.59,10,7,0.57,0,0,0,0,0,0
c9843dfe52c740bd9c15cad6be8932ff,Federal,Sciences,Physics,200,UTME,21,Male,Plateau,OffCampus,Middle,222,77.1,SSCE,2.28,2.64,0,0,1,26,39.2,0.58,3,8,0.62,1,8,0,1,0,1
ab4a5702156d442589c6b27a073c9364,State,Social Sciences,Economics,200,UTME,19,Female,Ondo,OffCampus,Middle,198,64.4,SSCE,2.3,2.01,4,1,4,25,21.8,0.27,0,2,0.73,0,2,0,0,0,0
414a197a4bed465c9c3fa8041732c5cc,Federal,Arts,History,300,UTME,22,Female,Jigawa,OffCampus,Middle,267,61.8,SSCE,3.35,3.36,1,0,1,26,40.0,0.59,4,7,0.71,0,1,0,0,0,0
773fa0531c564852b1b30ec3f7bdd32e,State,Arts,Philosophy,400,DirectEntry,22,Female,Bauchi,OffCampus,Middle,227,77.3,Alevel,3.54,3.03,2,0,4,21,35.3,0.71,1,3,0.67,1,2,0,1,0,0
b652e88e46394b5fa48419d92c950fc8,Federal,Arts,English,200,UTME,20,Female,FCT,OffCampus,Middle,242,46.6,SSCE,3.88,3.56,0,0,1,20,32.8,0.56,2,4,0.69,0,1,0,0,0,0
c4dfd03f408e4006b76e5b949e8da308,Private,Engineering,Chemical Engineering,300,UTME,23,Male,Sokoto,OffCampus,Middle,270,56.1,SSCE,3.77,3.99,0,0,0,23,40.0,0.78,4,3,0.7,0,0,0,1,0,0
6e67fe161d5e41cc8dce2e2b733b9717,Federal,Management Sciences,Business Administration,200,UTME,19,Female,Taraba,OnCampus,Middle,269,53.1,SSCE,4.46,4.02,0,0,0,21,40.0,0.73,1,9,0.59,1,2,0,0,0,0
b8e650b2a7d640b2b1a7825b4aae7bcc,Private,Sciences,Computer Science,400,UTME,21,Female,Ogun,OffCampus,Middle,240,40.0,SSCE,3.01,3.91,0,0,0,16,40.0,0.67,9,4,0.86,0,1,0,0,0,0
9dc52ec7795b461a9afafa48e92c719d,State,Engineering,Mechanical Engineering,100,Transfer,19,Female,Cross River,OffCampus,Middle,209,70.7,ND,3.21,2.53,1,0,2,24,32.2,0.72,3,2,0.48,0,0,0,1,0,0
ae2547fb13b8464e9ceb8a24f26502e7,State,Sciences,Microbiology,100,UTME,19,Female,Borno,OffCampus,Middle,170,56.4,SSCE,1.47,1.94,4,0,5,19,34.5,0.45,2,2,0.58,1,1,0,1,0,0
663f6478193d4522aebe04d25cb5898c,State,Social Sciences,Sociology,300,UTME,19,Female,Plateau,OffCampus,High,227,71.1,SSCE,3.83,3.66,0,0,1,21,39.1,0.63,3,4,0.67,0,1,0,0,0,0
114c2f8e312e47d989be8bc581c3c24c,State,Engineering,Chemical Engineering,300,UTME,20,Male,Bayelsa,OffCampus,Low,258,65.9,SSCE,4.04,3.89,0,0,0,26,40.0,0.66,2,11,0.85,1,4,0,0,0,0
a4779d41f31142f19f093a5a2366b381,Private,Sciences,Microbiology,400,Transfer,21,Male,Kogi,OffCampus,Low,232,68.1,ND,4.23,3.84,0,0,0,18,40.0,0.69,3,8,0.69,0,3,0,0,0,0
8a9559219e844f119621d12ec5302470,Federal,Arts,Linguistics,300,UTME,22,Female,FCT,OffCampus,Low,120,57.4,SSCE,2.5,2.62,3,0,5,24,35.5,0.65,6,4,0.49,0,4,0,0,0,0
ba08b5d1422a4f4ba97c65e6d06c2dc4,State,Engineering,Electrical Engineering,400,UTME,23,Female,Edo,OffCampus,Middle,250,54.4,SSCE,1.33,2.08,2,1,3,19,26.8,0.33,1,2,0.72,0,2,0,3,0,0
c63e5f409cb74c2f8aac5feb9e74fbc7,Federal,Sciences,Microbiology,200,UTME,19,Female,Lagos,OnCampus,Middle,253,62.9,SSCE,3.29,3.4,0,0,0,21,40.0,0.74,2,3,0.59,0,0,0,0,0,0
af3cb364a944462f8cd940ffe371cd09,State,Sciences,Computer Science,100,UTME,16,Male,Yobe,OnCampus,Middle,209,71.2,SSCE,3.18,3.26,0,0,0,20,40.0,0.63,1,4,0.71,1,3,0,0,0,0
137bbec7cf874188aa7989e2959747a3,Federal,Engineering,Mechanical Engineering,100,UTME,20,Male,Ondo,OffCampus,Low,255,61.5,SSCE,3.08,3.8,0,0,0,19,40.0,0.75,4,6,0.92,1,2,0,0,0,0
5137f20b7f9a4742b29b9d687b21e859,State,Engineering,Electrical Engineering,100,UTME,18,Female,Kano,OffCampus,High,242,55.0,SSCE,4.04,4.02,1,1,1,20,40.0,0.99,6,4,0.65,0,1,0,0,0,0
8287175e891843958a01479c99fd43f5,State,Engineering,Mechanical Engineering,200,UTME,18,Female,Jigawa,OnCampus,Middle,196,50.0,SSCE,3.0,3.38,0,0,0,21,40.0,0.58,5,8,0.68,0,0,0,0,0,0
4ac3dcb66290453e8a861010be888c7f,State,Sciences,Mathematics,300,UTME,18,Male,Rivers,OffCampus,Middle,264,64.0,SSCE,3.17,2.94,3,1,6,25,39.7,0.45,4,3,0.6,0,2,0,0,0,0
3803f51c98b44f8cbca9e9b05865555d,State,Arts,Linguistics,200,UTME,18,Female,Kogi,OffCampus,Low,176,56.5,SSCE,2.01,2.1,0,2,1,27,40.0,0.53,1,4,0.6,1,6,0,0,0,1
ab9e65e8f69544fb97ecbdd7de39d055,State,Management Sciences,Banking and Finance,300,UTME,18,Male,Kano,OffCampus,Low,218,61.3,SSCE,3.88,3.19,0,0,1,21,33.9,0.66,3,7,0.67,0,1,0,0,0,0
48e0c345d9d2448c9c5f8b412e371d40,State,Social Sciences,Economics,300,UTME,19,Male,Lagos,OnCampus,Low,215,59.6,SSCE,2.36,2.45,3,0,3,24,40.0,0.65,1,6,0.74,0,2,0,1,0,0
06d2d81bc4044cfea0682d15b8f38e64,State,Social Sciences,Economics,300,UTME,21,Male,Delta,OffCampus,Middle,191,57.6,SSCE,3.81,3.66,1,0,1,19,40.0,0.6,3,3,0.64,0,1,0,0,0,0
605d5cee4db44e45ae8a98c5637b654b,State,Management Sciences,Banking and Finance,300,UTME,20,Male,Akwa Ibom,OnCampus,Middle,231,64.9,SSCE,2.07,2.14,4,1,7,23,28.7,0.41,2,3,0.77,0,0,0,4,0,1
06f34371856340eeb0784008ea94236f,Private,Management Sciences,Business Administration,200,Transfer,20,Male,Oyo,OnCampus,Low,266,67.5,ND,2.91,3.48,1,1,1,21,40.0,0.46,3,6,0.93,0,6,0,1,0,0
9ee66667f5e342d1adb2b5ace9c59f6c,Federal,Social Sciences,Economics,200,UTME,18,Female,Kwara,OnCampus,Low,264,81.7,SSCE,3.27,3.34,0,0,1,25,40.0,0.47,2,5,0.73,0,3,0,1,0,0
ac018c040c8b470dba78e12af9d7ee45,Federal,Management Sciences,Accounting,300,UTME,20,Female,Benue,OnCampus,Low,245,69.6,SSCE,3.2,2.94,0,1,1,21,38.5,0.54,5,4,0.55,1,4,0,0,0,0
75a866f94aa1465ca87d732504dabd9e,Federal,Management Sciences,Banking and Finance,300,DirectEntry,24,Female,Edo,OnCampus,Middle,161,77.9,ND,2.38,2.17,2,2,2,25,37.5,0.5,1,0,0.58,0,0,0,0,0,0
61edabfc02ee4da795d384513b50bb98,State,Arts,History,200,UTME,19,Male,Zamfara,OffCampus,Low,173,53.8,SSCE,1.41,1.51,6,2,11,27,28.5,0.7,1,4,0.51,0,3,0,0,0,1
168c44a037fc47698082dbc7984933dd,Federal,Social Sciences,Economics,200,UTME,19,Male,Lagos,OffCampus,Low,226,46.0,SSCE,2.14,2.65,1,2,1,23,36.2,0.36,4,8,0.88,0,2,0,0,0,1
dc39549956304625848763f0fe6d207c,State,Sciences,Physics,400,UTME,19,Male,Lagos,OnCampus,Low,219,61.9,SSCE,2.85,2.62,4,1,6,16,31.5,0.6,6,8,0.62,0,6,0,0,0,0
3abaf5fe8f374d2bb751f4c7487954f9,State,Sciences,Computer Science,300,UTME,22,Female,Akwa Ibom,OffCampus,Middle,203,70.6,SSCE,3.68,3.53,0,1,0,20,36.1,0.57,8,6,0.91,0,0,0,0,0,0
7179fb6de71146229f9908eddf613b5b,Federal,Social Sciences,Political Science,100,UTME,17,Male,Yobe,OffCampus,High,287,69.0,SSCE,3.36,3.06,0,1,1,21,40.0,0.63,3,5,0.69,1,1,0,0,0,0
c9c1423127084e7e80c022257fc37075,Private,Social Sciences,Economics,200,UTME,20,Female,Rivers,OffCampus,Middle,224,74.1,SSCE,3.18,3.28,1,0,1,23,40.0,0.56,1,5,0.7,0,1,0,2,0,0
af488866260e48a1aecfb6b9e5955d75,State,Engineering,Mechanical Engineering,400,UTME,21,Female,Kebbi,OffCampus,Low,239,36.6,SSCE,1.72,2.31,1,3,1,21,36.1,0.66,1,7,0.55,1,4,0,1,0,0
acdf1dc8158545998b84b2d13793cd02,Federal,Social Sciences,Political Science,100,DirectEntry,21,Female,Ekiti,OnCampus,High,255,74.5,ND,3.76,3.57,1,0,1,27,39.0,0.78,4,6,0.68,0,0,0,1,0,0
d2aaeff3663d467aaf90c1b17bf2bdf4,Federal,Social Sciences,Psychology,400,UTME,22,Male,Nasarawa,OffCampus,High,222,65.4,SSCE,1.89,1.89,2,1,5,16,34.4,0.48,2,2,0.69,1,1,0,1,0,0
7e1f4d73b84d464c9b60b160fca628cc,Federal,Management Sciences,Business Administration,100,UTME,17,Female,Oyo,OffCampus,Middle,311,46.6,SSCE,5.0,4.68,0,0,0,23,40.0,0.94,5,6,0.71,0,2,0,1,0,0
7489e7fc502c4da4a566b3a03f28b334,Federal,Sciences,Biochemistry,300,DirectEntry,23,Male,Ondo,OffCampus,Low,187,69.2,ND,2.66,2.65,2,0,4,19,33.6,0.66,1,5,0.77,0,0,0,0,0,0
72461aaee6404a7db78efe77bbd5549c,Federal,Sciences,Computer Science,200,UTME,18,Male,Yobe,OffCampus,Middle,199,63.7,SSCE,1.34,1.36,1,4,2,24,23.6,0.6,0,1,0.72,1,0,0,0,0,1
be056860922949ca973f4219cfcf25e2,Private,Arts,English,100,DirectEntry,21,Female,Lagos,OffCampus,High,187,65.8,ND,2.68,2.53,1,0,2,24,40.0,0.55,1,8,0.54,0,1,1,2,0,0
3ce77c7cc64f4f3ca92a86cd69c9e54a,Federal,Management Sciences,Business Administration,400,UTME,20,Female,Ekiti,OffCampus,Middle,275,72.0,SSCE,2.63,2.84,3,0,5,23,30.0,0.7,2,3,0.82,0,1,0,0,0,1
30b6f624f297417cad46c6eb3a3ac066,Federal,Management Sciences,Accounting,200,UTME,19,Female,Kano,OffCampus,Middle,248,66.3,SSCE,2.58,2.81,2,0,4,25,32.4,0.49,1,4,0.79,0,1,1,0,0,0
f5494b05c21b47ee94577007fdf76db8,State,Management Sciences,Business Administration,500,UTME,21,Male,Osun,OffCampus,Middle,201,47.3,SSCE,2.68,2.71,1,0,1,15,27.0,0.47,6,3,0.76,0,0,0,0,0,0
f951e7b4ff334e67b61fb85867c6d357,State,Management Sciences,Banking and Finance,200,UTME,19,Female,Ebonyi,OnCampus,High,190,60.6,SSCE,2.26,2.58,0,2,2,28,32.6,0.82,5,6,0.54,0,1,0,1,0,0
03327e00ea254f928165baea921d2f70,Private,Engineering,Chemical Engineering,400,DirectEntry,21,Female,Delta,OnCampus,Low,268,45.8,ND,2.65,2.73,1,2,2,19,35.9,0.44,2,3,0.62,1,5,0,0,0,0
